Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1194911","SOLUTIONS_DELIVERY_CLINICAL","SOFTWARE REQUEST","1","ESS - RESEARCH","05/07/17 15:48:37","","","PENDING REVIEW","6 Illumicare Implementation and Integration with Epic","Illumicare Implementation and Integration with Epic
Requested By Date: 09/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Having readily accessible information regarding costs to patients and potential radiation exposure gives clinicians the opportunity to modify their treatments based on this information. Multiple studies have shown that providers who have cost information available at the time of ordering make more informed decisions which ultimately save money for the patient .Illumicare Is a software package designed to display information within Epic regarding price and radiation exposure.
Provide clinical and/or financial background information pertinent to the business need:
see above
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? Yes
  From what devices would the solution be accessed? All clinical devices which have access to Epic
  What other vendors were researched and considered for this solution? Epic
  Please list at least 2 reference locations (non-Carilion) that are using this product: UAB  University of Mississippi
  Please provide the name of the selected vendor: Illumicare
  Please provide the URL of the selected vendor's web site: www.illumicare.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? decreased visibility to price data
Who is your financial advisor? Elaine Sullivan
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? approx. 60K
  What would the annual operating cost be? approx.  34K per month -  408K
  How many net new FTEs would be required for this solution? 0
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Reduction in patient spend , and overall cost
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","SAMORGAN","750","FINANCIAL VITALITY","YES","MMJONES","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1194985","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","05/08/17 09:56:10","","","PENDING REVIEW","Research standardization and integration in patient IV pumps to Carilion's Epic EMR","
Requested By Date: 06/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address: 
Research standardization and integration in patient IV pumps to Carilion's Epic EMR so that bidirectional communication is enabled that will allow for ordered Rx orders to flow from Epic down to the pumps, and the start and stop time, along with administered medications data would flow back into Epic.
Provide clinical and/or financial background information pertinent to the business need: 
Having an integrated IV pump solution would be a safety and cost saving initiative as it would help to insure accurate delivery of medications which would reduce waste and increase the accuracy of the delivery of medications.  This would require lease or purchase of IV pumps, and purchase of integration licenses and server(s).  The decision to lease or purchase the IV pumps will be reviewed by Finance.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? IV pumps and devices that connect to Carilion's Epic EMR.
  What other vendors were researched and considered for this solution? Hospira and Alaris were the vendors that were reviewed
  Please list at least 2 reference locations (non-Carilion) that are using this product: UVa, adn Cedars Sina, (Alaris) Swedish Hospital ((Hospira) were reviewed
  Please provide the name of the selected vendor: TBD at this point
  Please provide the URL of the selected vendor's web site: N/A
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Status quo
Who is your financial advisor? Harrison Lapuasa
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings: 
Having an integrated IV pump solution would be a safety and cost saving initiative as it would help to insure accurate delivery of medications which would reduce waste and increase the accuracy of the delivery of medications. 
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee
Is this a clinical or non-clinical based system? Clinical","CDRIHA","1500","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1195145","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","2","RFC - IMPLEMENTATION","05/08/17 16:10:51","07/05/17 00:00:00","","IN PROGRESS","Telemedicine : pediatic intecocochular speech therapy","Approved by Telemedicine steering team on 5/4/17 for pediatic intecocochular speech therapy. Work with Amy Kageals to equip 1 Carilion designated machine for Vidyo capability at this work site.  Supply all user insttructions / eduation to Amy. Also,  provide instructions for Amy to share with the patient &  family to connect from home uisng a non carilion machine.

Coordinate with Melena Roberson to help fullfill Epic workflow needs.","SAMORGAN","40","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","RBFARRIS","0","4 - LOW","AUDIO / VIDEO CONFERENCING","VIDEO SERVICES",""
"C1196134","INTAKE_RAPID_ASSESSMENT","SOFTWARE REQUEST","1","ESS - RESEARCH","05/11/17 16:34:39","","","IN PROGRESS","3 Jvion Implementation","[USL] Implement Jvion to provide risk stratified patients and interventions within multiple clinical areas
Requested By Date: 09/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Jvion is a predictive / prescriptive risk modeling tool.  It will be used to provide risk stratified patients and interventions within multiple clinical areas
Provide clinical and/or financial background information pertinent to the business need:
The tool has been vetted by Nursing, ACT and Case Management.  We will focus on the following areas.
VTE
Falls
Readmissions
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? Yes
  From what devices would the solution be accessed? All clinical devices which have access to Epic
  What other vendors were researched and considered for this solution? None
  Please list at least 2 reference locations (non-Carilion) that are using this product: UAB Sentara
  Please provide the name of the selected vendor: jvion
  Please provide the URL of the selected vendor's web site: https://www.jvion.com/
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? inability to identfy at risk patients
Who is your financial advisor? Elaine Sullivan
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
avoidance of penalties
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","SAMORGAN","1500","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1196290","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","1","ESS - RESEARCH","05/12/17 13:25:27","","","PENDING REVIEW","2.11 TeleTracking Phased Implementation at Hospitals","Requested By Date: 12/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
The requested by date is arbitrary.  As a part of the growth of Carilion Clinic and the increasing volume and capacity year over year, we plan on implementing TeleTracking at each clinic in phased approaches so we can more accurately measure throughput and placements.  The first clinic in the phase is Stonewall Jackson, followed by Franklin (SD824734).  At Stonewall, the plan will be to implement TeleTracking in the same fashion as it is at both RMH and NRV.  We would like to have bedboards on units, EVS and transport capability, and the ability to track patients from entrance to exit the same as RMH and NRV.
Provide clinical and/or financial background information pertinent to the business need:
This will provide better oversight of patient movement through Stonewall Jackson for patient safety.  It will also be able to provide insight into utilization of beds and types of patients that are admitted or denied so we can better maximize the resources in place and potentially alter the resources depending on statistics we are able to pull from TeleTracking.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? PC, internet browser
  What other vendors were researched and considered for this solution? None
  Please list at least 2 reference locations (non-Carilion) that are using this product: VCU, UVA
  Please provide the name of the selected vendor: TeleTracking
  Please provide the URL of the selected vendor's web site: www.teletracking.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? The same business as usual, which is capacity constraints
Who is your financial advisor? Kari Harvey
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
By seeing how are resources are utilized or underutilized, the cost savings would be altering our admission, transfer, and decline process at Stonewall, thus maximizing the patients we can bring in and therefore maximizing revenue.
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee
Is this a clinical or non-clinical based system? Clinical","CRTUCK","2000","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","","TELETRACKING ","APPLICATION SERVICES",""
"C1196378","INTAKE_IT_GOVERNANCE","EPIC SERVICES REQUEST","1","ESS - RESEARCH","05/12/17 15:50:01","","","DEFERRED","Imprivata - Investigate rapid login and two factor authentication for DEA Schedule II","Investigate solutions for both rapid login for Carilion Clinic providers/staff and the ability to do two factor authentication for e-prescribing DEA Schedule II controlled substances.  Imprivata is a vendor with a possible solution to both issues utilizing RFID chips in our existing prox cards as well as fingerprint scanners required for two factor authentication.  Can explore other vendors as well in the process.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Regulatory

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Thousands of hours saved typing in passwords everytime a Carilion Clinic care provider signs into EPIC.  Meets DEA and Virginia Board of Medicine regulatory guidelines for e-prescribing Schedule II controlled substances and potentially cuts down on medication diversion through forgery.","RRTRUXILLO","","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1196649","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","05/15/17 14:29:48","","","DEFERRED","Implement Dragon Medical Advisory","Implement Dragon Medical Advisory and 2 Assess/Plan Roadmap for Nuance CDI and CAPD products
Requested By Date: 09/30/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
1.  Implement Dragon Medical Advisory (already purchased) and 2) Assess/Plan Roadmap for Nuance CDI and CAPD products which has synergies with DMA and DMO
Provide clinical and/or financial background information pertinent to the business need:
Improve clinical documentation with potential of  resulting in improved revenue as well as improved data
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Epic devices - pc, laptops, mobile
  What other vendors were researched and considered for this solution? NA
  Please list at least 2 reference locations (non-Carilion) that are using this product: NA
  Please provide the name of the selected vendor: Nuance
  Please provide the URL of the selected vendor's web site: NA
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Current state
Who is your financial advisor? Elaine Sullivan/Harrison  Lapuasa
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? NA
  What would the annual operating cost be? NA
  How many net new FTEs would be required for this solution? NA
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? No
  Please check information types that apply: null
Is this a clinical or non-clinical based system? Clinical","CMPHELPS","1500","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1198417","SOLUTIONS_DELIVERY_NONCLINICAL","SOFTWARE REQUEST","2","ESS - RESEARCH","05/23/17 14:56:12","10/31/17 00:00:00","","IN PROGRESS","ZirMed Implementation","Requested By Date: 06/02/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Revenue Cycle Management has engaged a vendor (ZirMed) to possibly review claims for Charge Integrity and DRG Anomaly Detection.  Please see the attached SOW/MSA documents from Zirmed and review to see if this is a good fit for our use (i.e. hardware/software requirements/security and data governance concerns, etc.).  RCM has given this a high priority and looking to have responses by 6/2/17.

Requested by Carolyn Chrisman (RCM SVP) & Larry Carter (HB Director).
Provide clinical and/or financial background information pertinent to the business need:
Charge Integrity/DRG Anomaly Detection has become critical in identifying at least 1% in revenue/reimbursement leakage.
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? Yes
  From what devices would the solution be accessed? CASB
  What other vendors were researched and considered for this solution? ?
  Please list at least 2 reference locations (non-Carilion) that are using this product: ?
  Please provide the name of the selected vendor: ZirMed
  Please provide the URL of the selected vendor's web site: info..zirmed.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Decreased reimbursement
Who is your financial advisor? ?
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Correct DRG
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Financial
Is this a clinical or non-clinical based system? Non-Clinical","CSBROWN","80","","YES","AMRAMSAY","0","","EPIC HOSPITAL BILLING","APPLICATION SERVICES",""
"C1199657","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","2","RFC - IMPLEMENTATION","05/30/17 16:28:46","09/06/17 00:00:00","","IN PROGRESS","Cipher Health Orchid Rounding Tool Implementation","Implement Cipher Health Orchid rounding tool","MMSCHEAFFEL","600","WORKFORCE FOR THE FUTURE","YES","RBFARRIS","0","3 - MEDIUM","UNLISTED  APPLICATION","APPLICATION SERVICES",""
"C1201015","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 16:35:14","","","PENDING REVIEW","Secure Texting/Communications - (Patient and Org Communications)","Secure Texting/Communications - (Patient and Org Communications)

TSG Priority and Status: 1 and In Progress

Selecting Undetermined Service/CI, since it could be a Messaginng or Integrated Application Service.
Scope Management: Service/CI may involve other, multiple services- i.e., Epic.","SMFOUTZHARLOR","3000","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201040","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","1","RFC - RESEARCH","06/05/17 17:00:55","","","IN PROGRESS","2 Huron Assessment Projects for Access/Throughput - (Access to Care)","Huron Assessment Projects for Access/Throughput

TSG Priority and Status: 1 and Proposed
Scope Management: Service/CI may involve other services.
Area and Sub-Area should be adjusted by Change Owner upon Project Start.","SMFOUTZHARLOR","3000","FINANCIAL VITALITY","YES","DPMARTIN","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201047","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","2","RFC - RESEARCH","06/05/17 17:20:27","","","PENDING REVIEW","Lab Test Order Review (One Time Tests)","Lab Test Order Review (One Time Tests)

TSG Priority and Status: 2 and In Progress
Note: Selected Undetermined Services due to level of detail. Scope Management: Service/CI may involve other services- i.e.,  Epic IP Orders and Cardiovascular Lab Team.

Additional Note: Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","1500","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201056","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 18:44:19","","","PENDING REVIEW","Getwell Network Expansion - (Patient Education Media)","Getwell Network Expansion - (Patient Education Media)

TSG Priority and Status: 2 and Proposed
Scope Management: Service/CI may involve other services.

*No existing projects found for GWNetwork Expansion.
Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","1500","HEALTHY COMMUNITIES","YES","INTAKEPROCESS","0","1 - CRITICAL","GETWELL NETWORK","APPLICATION SERVICES",""
"C1201060","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","1","RFC - RESEARCH","06/05/17 20:33:12","","","PENDING REVIEW","2.10 Kiosks, e-checkin and centralized pre-registration for FCM - (Access to Care)","Kiosks, e-checkin and centralized pre-registration for FCM - (Amb Throughput)


TSG Priority and Status: 2 and Proposed
Selecting Hardware (kiosks) due to level of detail, but likely would involve other Epic Amb and integrative application services.
Scope Management: Service/CI may involve others.

Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","3000","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","3 - MEDIUM","UNDETERMINED","HARWDARE",""
"C1201061","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","2","RFC - RESEARCH","06/05/17 20:44:42","","","DEFERRED","PeraTrend Phase II - (Acuity Scoring)","PeraTrend Phase II - (Acuity Scoring)

TSG Priority and Status: 2 and Proposed
Selected Undetermined due to level of detail.
Scope Management: Service/CI may involve other services.

*Found no search results for PetraTrend application services portfolio.
Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.

PeraTrend: Request two things. Upgrade to the new 4.0 version and enable the following functionality: 1) ""My Lists"" (ability to see Rothman Indices on only your patients) - 2) Add a PAF column in EPIC that displays the raw Rothman Index Score on a patient list. This request comes from a leadership meeting 6/20/17). Dr. Truxillo Comments: Set Priority to ""High."" This should wait until after the EPIC 2017 upgrade is complete.","SMFOUTZHARLOR","3000","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201062","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 21:21:12","","","PENDING REVIEW","Community Health EDW Expansion","Community Health EDW Expansion

TSG Priority and Status: 3 and Proposed

Scope Management: Service/CI may involve other services.
Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","1500","HEALTHY COMMUNITIES","YES","INTAKEPROCESS","0","2 - HIGH","EPIC COGITO DW","APPLICATION SERVICES",""
"C1201063","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","2","RFC - IMPLEMENTATION","06/05/17 21:30:27","08/28/17 10:00:00","","IN PROGRESS","Epic Carequality - (Health Information Exchange)","																																																Epic Carequality - (Health Information Exchange)

TSG Priority and Status: 3 and Proposed
Selected Undetermined as it appears to be a new module on Epic User Web.
Scope Management: Service/CI may involve other services.

Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","262","HEALTHY COMMUNITIES","YES","WTFISHER","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201064","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 21:37:29","","","DEFERRED","Hospital IQ - (ED Analytics)","Hospital IQ - (ED Analytics)

TSG Priority and Status: 3 and Proposed
Scope Management: Service/CI may involve other services.

Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","1500","FINANCIAL VITALITY","YES","INTAKEPROCESS","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201065","INTAKE_NONCLINICAL_PRIORITIZATION","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 21:43:03","","","PENDING REVIEW","Lawson version 11 Upgrade - (Enterprise Resource Planning)","Lawson version 11 Upgrade - (Enterprise Resource Planning)


TSG Priority and Status:3 and Proposed
Scope Management: Service/CI may involve other services.

Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","3000","WORKFORCE FOR THE FUTURE","YES","","0","2 - HIGH","LAWSON ","APPLICATION SERVICES",""
"C1201066","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","4","RFC - RESEARCH","06/05/17 21:48:56","","","PENDING REVIEW","Next Generation SIS - Jefferson College - (Student Information System)","Next Generation SIS - Jefferson College - (Student Information System)

TSG Priority and Status: 3 and Proposed
Selected Undetermined since a  net new solution.
Scope Management: Service/CI may involve other services.

Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","3000","WORKFORCE FOR THE FUTURE","YES","INTAKEPROCESS","0","3 - MEDIUM","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201068","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 22:08:48","","","DEFERRED","Pharmacogenetics and Decision Support","Pharmacogenetics and Decision Support

TSG Priority and Status:  and Proposed
Scope Management: Service/CI may involve net new CI and other services.

Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","1500","INNOVATION","YES","INTAKEPROCESS","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201069","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 22:12:31","","","DEFERRED","Predictive Analytics","Predictive Analytics

TSG Priority and Status: 3 and Proposed
Scope Management: Service/CI may involve net new solution and other services.

Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","3000","INNOVATION","YES","INTAKEPROCESS","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1201070","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","3","RFC - RESEARCH","06/05/17 22:15:21","","","PENDING REVIEW","Lawson / Epic Supplies - (OR supplies improvement)","Lawson / Epic Supplies - (OR supplies improvement)

TSG Priority and Status: 3 and Proposed
Scope Management: Service/CI may involve other services.

Additional Note: Given details from client, Area and Sub-Area should be adjusted/corrected by Change Owner or PMO upon Project Start.","SMFOUTZHARLOR","4000","WORKFORCE FOR THE FUTURE","YES","INTAKEPROCESS","0","2 - HIGH","LAWSON ","APPLICATION SERVICES",""
"C1201779","CLINICAL_INFORMATICS","RFC - IMPLEMENTATION","1","RFC - RESEARCH","06/08/17 08:42:24","08/31/17 00:00:00","","IN PROGRESS","2.5 USDA Telemedicine Grant rollout sites","Need to establish repeatable process for all USDA authorized sites to schedule Telemd services for psych. Must be able to drop charge for the Psychiatrist who  doe the serve and  let site  add in a site charge to the billing work queues, since service was done at their  site. They use Vidyo on an iPad","TRMILAM","235","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","MAROBERSON","0","2 - HIGH","EPIC CARE AMBULATORY","APPLICATION SERVICES",""
"C1202683","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","06/12/17 17:00:12","","","PENDING REVIEW","Experian PARS (Payment Appeal Recovery Service)","HIGH 1 - OCT RLS
Requested By Date: 06/13/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Was told by Robert Utterback to submit an Edison request for TSG representation at the meeting tomorrow at 4pm.  I have forwarded meeting request to Lynn Morejon.  Was not notified of this Edison request until today when meeting was set up last week.

I am planning on pursuing a contract with Experian PARS (Payment Appeal Recovery Service).  We currently are contracted to use MPV, which is a payment variance tool.  Basically they appeal underpayments on our behalf and they keep 30% of recoverable revenue.
Provide clinical and/or financial background information pertinent to the business need:
We currently do not appeal underpayments for professional billing on a case by case basis, only high level trends for contract management, potentially losing close to $1m annual in cash flow
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Leased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Experian MPV
  What other vendors were researched and considered for this solution? just Experian PARS because they would use Experian MPV, which we already are contracted
  Please list at least 2 reference locations (non-Carilion) that are using this product: unknown
  Please provide the name of the selected vendor: Experian PARS
  Please provide the URL of the selected vendor's web site: unknown
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? we will not capitalize on revenue lost from underpayments by the payors as a result of their incorrect loading of contracted fee schedules
Who is your financial advisor? Harrison Lapuasa
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
We currently do not appeal underpayments for professional billing on a case by case basis, only high level trends for contract management, potentially losing close to $1m annual in cash flow.  This company would appeal underpayments on our behalf.
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Financial
Is this a clinical or non-clinical based system? Non-Clinical","BEBURROW","320","FINANCIAL VITALITY","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1202846","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - IMPLEMENTATION","06/13/17 12:01:42","09/29/17 00:00:00","","IN PROGRESS","Sleepware G3 Respironics Software for Sleep Lab","SQL Server Implementation for Phillips Sleepware G3 Respironics Software.

20284The SLAB needs a vm server with SQL for the new G3 Respironics software. This would migrate the studies from the shared drive and allow doctors to search by patient names. Documentation is attached.

No

What device(s) will you be implementing?:

PC / Computer: null

Laptop: null

Printer: null

Scanner: null

Webcam: null

Monitor: null

Docking Station: null

Keyboard: null

Mouse: null

Other: Server

Location: JEFFERSON PLAZA

Floor: Ground

Room: 101

Cost Center: 01-01-7096-800600

Requested By Date: 06/23/17 00:00:00

Description:
The SLAB needs a vm server with SQL for the new G3 Respironics software. This would migrate the studies from the shared drive and allow doctors to search by patient names. Documentation is attached.","RDHUFFMAN","210","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","JMYERS","0","","NOT.LISTED","HARDWARE SERVICES",""
"C1204057","INTAKE_IT_GOVERNANCE","RFC - OPTIMIZATION","1","RFC - RESEARCH","06/19/17 16:53:32","","","PENDING REVIEW","2.5 Enable MyChart for Telehealth","Enable MyChart for Telehealth. Makes Vidyo more consumer ready for customer and pt experience.","RBFARRIS","90","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","2 - HIGH","EPIC MYCHART","APPLICATION SERVICES",""
