Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1216244","SOLUTIONS_DELIVERY_NONCLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/15/17 15:18:21","","","NOT STARTED","MEDIUM - 10/15/17 - SSI Upstream Edit Project (77880) – Create Epic Claim Edit to Prevent Incorrect Occurrence Code Dates on HB Claims.  Hospital Billing teams (all payers) are frequently hitting SSI edit #77880 when an invalid date has been entered to ac","MEDIUM - 10/15/17 - SSI Upstream Edit Project (77880) – Create Epic Claim Edit to Prevent Incorrect Occurrence Code Dates on HB Claims.  Hospital Billing teams (all payers) are frequently hitting SSI edit #77880 when an invalid date has been entered to accommodate occurrence codes…”  IF OCCURRENCE CODE DATE EXISTS THEN CANNOT BE PRIOR TO THE PATIENT'S BIRTH DATE EXCEPT FOR OCCURRENCE CODES A1, B1, C1, A2, B2, C2, 19, AND 25”.  All claims with SSI edits/errors have to be manually reviewed and manipulated prior to transmission to the payer.    Request is to create a new Epic claim edit for all payers with error code 200 to capture claims with occurrence code dates that are prior to the patient’s birth date for all occurrence codes other than A1, B1, C1, A2, B2, C2, 19, AND 25.  Qualifying accounts should populate in existing HB claim edit WQ’s based on payer and error code 200.  Recent example HAR’s include 105837286, 105793659, 105963387.  BRD attached.

Epic application module to be optimized: Billing (Hospital)

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
Improve SSI clean claim rate and Epic/SSI claim consistency.    Using a 30 day review of SSI edits (month of March 2017), edit number 77880 fired a total of 148  times requiring staff to manually review and correct the occurrence code dates.           ","CSBROWN","","FINANCIAL VITALITY","NO","","0","","EPIC HOSPITAL BILLING","APPLICATION SERVICES",""
"C1216354","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/15/17 17:57:30","","","NOT STARTED","Might we consider having Epic automatically change the color of the patient header based on the patient's age?  This would make it more obvious to any provider/pharmacist/nurse that they have opened a pediatric chart for dosing.  Perhaps Pink might be uti","Might we consider having Epic automatically change the color of the patient header based on the patient's age?  This would make it more obvious to any provider/pharmacist/nurse that they have opened a pediatric chart for dosing.  Perhaps Pink might be utilized in some manner as suggested by Susan Gladfelter.

Epic application module to be optimized: Pharmacy

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Safety advantage for recognition of pediatric patient when processing order verification.  May also be applicable for providers or nurses who may have accidentally accessed a pediatric patient's profile.","VBDELAPP","","","NO","","0","","EPIC RX","APPLICATION SERVICES",""
"C1216402","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","3","RFC - REQUEST FOR CHANGE","08/16/17 08:58:54","","","NOT STARTED","I have been discussing a daily report from Lawson for new user security builds with Lindsay Gilmore.  This report would include user name, First and Last name, department of the employee, and whose a","Other Application / Software:
I have been discussing a daily report from Lawson for new user security builds with Lindsay Gilmore.  This report would include user name, First and Last name, department of the employee, and whose access was copied, if applicable.  The report would eliminate the need for the TSG Lawson team to send an email of this information when they complete set ups and would be an easy to use reference for MMIS for profile builds.  When can this be completed?  

Additional Data:
Affected Service: Lawson

Impact: 3 - Entire unit / department
User Name: kcmiller
Application: Lawson","KCMILLER","","WORKFORCE FOR THE FUTURE","NO","","0","3 - MEDIUM","LAWSON ","APPLICATION SERVICES",""
"C1216511","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/16/17 12:22:40","","","NOT STARTED","Suggestion is to add cardiologist and last cardiologist visit to Health Maintenance as a drop down for Cardiovascular Symptoms/Conditions Management.","Suggestion is to add cardiologist and last cardiologist visit to Health Maintenance as a drop down for Cardiovascular Symptoms/Conditions Management.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
This is essential information to assess f/u with chronic conditions such as hear disease. It also provides information for the PST nurse  to direct questions regarding abnormal EKG's for f/u in optimizing the patient for surgery. ","DLMARSHALL","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1216577","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/16/17 14:36:31","","","NOT STARTED","Create a separate echeckin tickler to notify patients at 7 days alerting the patient they can use echeckin 24 hrs before the appt.  Create an additional tickler at day 1 advising they can use echeckin.  Within the smart text message include a link that wi","Create a separate echeckin tickler to notify patients at 7 days alerting the patient they can use echeckin 24 hrs before the appt.  Create an additional tickler at day 1 advising they can use echeckin.  Within the smart text message include a link that will bring them into the echeckin section for easy workflow to complete the process.  Link on userweb to reference:  https://userweb.epic.com/Thread/46390

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value: 
Patient Satisfaction","PHSUTPHIN","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1216695","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","","ESS - REQUEST FOR CHANGE","08/16/17 21:36:00","","","NOT STARTED","Need for a new pediatric inpatient order set that aligns with REVISE (Reducing Excessive Variability in Infant Sepsis Evaluation) guidelines on evidence-based evaluation of well-appearing febrile infants between the ages of 0 to 60 days. This new inpatien","Need for a new pediatric inpatient order set that aligns with REVISE (Reducing Excessive Variability in Infant Sepsis Evaluation) guidelines on evidence-based evaluation of well-appearing febrile infants between the ages of 0 to 60 days. This new inpatient order set will replace IP-Ped:General:Infant Fever Admission [2126].  CRMH and CNRV inpatient pediatric units will be impacted by the addition of this order set. Specific content needed in the new order set is detailed in the attached documents (provided in both .doc and .pdf format).","CMGEORGE","","","NO","","0","","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1216696","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","","ESS - REQUEST FOR CHANGE","08/16/17 21:43:03","","","NOT STARTED","Need for a new pediatric emergency department order set that aligns with REVISE (Reducing Excessive Variability in Infant Sepsis Evaluation) guidelines on evidence-based evaluation of well-appearing febrile infants between the ages of 0 to 60 days. This n","Need for a new pediatric emergency department order set that aligns with REVISE (Reducing Excessive Variability in Infant Sepsis Evaluation) guidelines on evidence-based evaluation of well-appearing febrile infants between the ages of 0 to 60 days. This new ED order set will replace ED:Pediatric: Infant Fever (0-56 Days) [1964].  Carilion (pediatric) emergency departments will be impacted by the addition of this order set. Specific content needed in the new order set is detailed in the attached documents (provided in both .doc and .pdf format).","CMGEORGE","","","NO","","0","","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1216849","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - REQUEST FOR CHANGE","08/17/17 12:29:04","","","NOT STARTED","Per Colette and the Flu Steering Committee: we need to move forward with an Ambulatory clinical staff BPA similar to the IP Flu BPA this year.  This BPA should fire for clinical staff when opening the chart (not providers or mid-levels).  We have worked w","Per Colette and the Flu Steering Committee: we need to move forward with an Ambulatory clinical staff BPA similar to the IP Flu BPA this year.  This BPA should fire for clinical staff when opening the chart (not providers or mid-levels).  We have worked with Cathy Fisher and the CDC guidelines are not published yet for this year, but we need to go ahead and get started, as the flu vaccine will be available in the clinics by week 1 of Sept.  Meeting is setup with Angie McFaddin and Karla West on 8/21, so we can ensure this BPA will closely match the Inpatient BPA.  BPA time frame should be Sept 1 - March 31st.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Quality and Safety

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value: 
Carilion has placed significant importance on getting our patients and employees vaccinated for the flu, and this would help increase our success of vaccinating our patients from the Ambulatory side.","EHDEACON","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1216955","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/17/17 16:30:15","","","NOT STARTED","Would like to see about having audiology forms (non-smartform) such as purchase agreements, hearing aid loaner agreements, repair forms, etc. loaded into epic for electronic signatures.","Would like to see about having audiology forms (non-smartform) such as purchase agreements, hearing aid loaner agreements, repair forms, etc. loaded into epic for electronic signatures.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
Continuity of documentation in the EMR. Reduction of forms needing to be sent for scanning (i.e. $). Convenience to patients/staff for signatures. ","AAPRITT","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1217030","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","08/18/17 09:31:08","","","NOT STARTED","Huron-","Huron-
Interdisciplinary Rounding enhancement- need Estimated Discharge Date to be enhanced:
Estimated Date of Discharge (EDD)- data flow thoughts
1. Desire physician initial EDD with admission certification to flow from adm. cert. to EDD flowsheet. 
2. Want Interdisciplinary Rounds team members to all be able to update the EDD and it flow to updated EDD viewed by all involved with case -including visible notation of who updated and when it was last updated.
3. EDD final source (last documented EDD) to flow to tele-tracking board (will submit separate ticket for this integration.

Note: Pilot in progress with case management on 5W & 7W where ambulatory is receiving the EDD and proactively scheduling follow up appointments. 

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Communication with the care team and group focus on EDD can assist in recognizing discharge needs and timeliness of coordination of those needs.
Facilitating discharge coordination can facilitate bed capacity/patient throughput","JAMARTIN","","","NO","","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1217099","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/18/17 12:46:31","","","NOT STARTED","After EPIC upgrade, the ""new orders icon"" is very difficult to recognize due to being an identical color to those around it.  Change icon to allow for it to be more easily identified as it was prior to upgrade.","After EPIC upgrade, the ""new orders icon"" is very difficult to recognize due to being an identical color to those around it.  Change icon to allow for it to be more easily identified as it was prior to upgrade.

Epic application module to be optimized: ED (ASAP)

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
Prior to the upgrade, this new orders icon was easily distinguishable, which alerted staff to new orders.  It is not now, so orders are being missed.","BAJONES","","","NO","","0","","EPIC ASAP ","APPLICATION SERVICES",""
"C1217143","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","08/18/17 15:33:04","","","NOT STARTED","New Epic label printers have been installed to print labels for pediatric patients.  Epic Pharmacy Team has identified that it is possible to direct labels based on patient age.  Need to have two new rules set up to direct syringe labels (Peds/NICU vs Adu","New Epic label printers have been installed to print labels for pediatric patients.  Epic Pharmacy Team has identified that it is possible to direct labels based on patient age.  Need to have two new rules set up to direct syringe labels (Peds/NICU vs Adult) and other IV products (Peds/NICU vs Adult).

Rule 1:  Patients 18 and under will be directed to ISC101236 for syringe labels and ISC101235 for all other IV products.

Rule 2:  Patients 18 and 1 day and over will be directed to ISC62693 for syringe labels and ISM0000174 for all other IV products.

Epic application module to be optimized: Pharmacy

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
The new Zebra printers were installed as the result of an action plan following a Root Cause Analysis (RCA) involving a pediatric patient.","CBATWATER","","","NO","","0","","EPIC RX","APPLICATION SERVICES",""
"C1217179","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","2","RFC - RESEARCH","08/18/17 16:45:42","","","IN PROGRESS","This is a request on behalf of Barbara to be able to create persistent metrics reports so that they ","This is a request on behalf of Barbara to be able to create persistent metrics reports so that they can be made available without the need of having them developed on a daily basis. The initial goal is create Ops and Support reports such as the ones currently done in Lumira and replicate them through Power BI and SSRS. Prototype reports will be created using both solutions to demonstrate the strengths and to determine which solution would be best.

What would be needed for this project:

1) Test and Production instances of:
		Microsoft SQL Server 2016
		SSRS 2016
		Power BI Report Server
		Tivoli Spectrum Protect (backup client)

2) Power BI, SSRS 2016, SSMS added to the app store front so that work can be done remotely","JFCALDWELL","","WORKFORCE FOR THE FUTURE","NO","MJSMITH","0","2 - HIGH","MICROSOFT SQL SERVER","INFRASTRUCTURE SERVICES",""
"C1217297","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","2","RFC - RESEARCH","08/21/17 10:22:56","","","IN PROGRESS","Develop a report that shows which TSG & HA employees have not logged in to Skillit to update their s","Develop a report that shows which TSG & HA employees have not logged in to Skillit to update their skills.

Suggested approach:

Query AD and find all samaccountnames in the “CN=TECHNOLOGY SERVICES AND HEALTH ANALYTICS,OU=Business Unit,OU=Groups,OU=Common,DC=carilion,DC=com” DN and then crosscheck that against the Skillit audit log.","JEWRIGHT","","WORKFORCE FOR THE FUTURE","NO","JEWRIGHT","0","3 - MEDIUM","SKILLIT","WEB SERVICES",""
"C1217317","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/21/17 10:52:27","","","NOT STARTED","Not sure who the owner is, but System Infection Control would like to make a modification.","Not sure who the owner is, but System Infection Control would like to make a modification.
When LAB3673 is ordered, can it trigger a prompt to order ISOLATION, CONTACT, SPECIAL ENTERIC?


ID and Name of the Order Set: 
LAB3673","HLPENIX","","","NO","","0","","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1217334","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","08/21/17 11:25:56","","","NOT STARTED","Karen","Karen
See note below we received today. This is going to create another situation in which the MD has to sign for the ACP. Based on this we need to escalate looking at not requiring a co-signature on the ""clinical support"" encounter types.
 
These encounter types are used for vital signs, labs, etc. All things in which the ACP should be able to sign off on without a MD co-signing. We need to work to license, as we keep referring to. Our MD's are overloaded with work. Lets take away ""one more click""
 
Cris Whitaker Trout
ccwhitaker@carilionclinic.org
 
 LAB ORDERS - PLEASE READ - SEE MESSAGES 
Received: Today 
Message Contents 
Epperley, Charlotte E, PRACMGR  C BLFP Staff


 

Good Morning, 
  
Please share with Staff: 
  
If a patient who is presenting for a lab only visit that the recommendation is that they use the ""clinical support"" encounter type which will allow the site to place orders and charge capture along with allowing the provider to sign off on the encounter. 
  
We are finding that sites are using ""order only"" encounters and the lab tech/phlebotomist is performing the venipuncture but the note is not being sent to the provider to sign off.  We still need a physician signature since the lab tech/phlebotomist is operating under the direct supervision of the provider.  Remember this means that these must be signed off by a physician that was in the clinic at the time of service. 
  
The provider can be an ACP as they are allowed to supervise ancillary staff. 
  
If you have any questions or concerns please feel free to contact me. 
  
Thank you, 
Angela J 
  
Angela Jackson, CPC, CEDC 
Certificate of ICD-10-CM-Proficiency 
Coding Consultant, Revenue Cycle Management 
Carilion Professional Billing, Coding and Consultants 
213 Jefferson St. Suite 1409 
Roanoke, Va 24011 
540-224-5765 
fax 540-224-5574 

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Cost Containment

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value: 
Karen
See note below we received today. This is going to create another situation in which the MD has to sign for the ACP. Based on this we need to escalate looking at not requiring a co-signature on the ""clinical support"" encounter types.
 
These encounter types are used for vital signs, labs, etc. All things in which the ACP should be able to sign off on without a MD co-signing. We need to work to license, as we keep referring to. Our MD's are overloaded with work. Lets take away ""one more click""
 
Cris Whitaker Trout
ccwhitaker@carilionclinic.org
 
 LAB ORDERS - PLEASE READ - SEE MESSAGES 
Received: Today 
Message Contents 
Epperley, Charlotte E, PRACMGR  C BLFP Staff

 
Good Morning, 
  
Please share with Staff: 
  
If a patient who is presenting for a lab only visit that the recommendation is that they use the ""clinical support"" encounter type which will allow the site to place orders and charge capture along with allowing the provider to sign off on the encounter. 
  
We are finding that sites are using ""order only"" encounters and the lab tech/phlebotomist is performing the venipuncture but the note is not being sent to the provider to sign off.  We still need a physician signature since the lab tech/phlebotomist is operating under the direct supervision of the provider.  Remember this means that these must be signed off by a physician that was in the clinic at the time of service. 
  
The provider can be an ACP as they are allowed to supervise ancillary staff. 
  
If you have any questions or concerns please feel free to contact me. 
  
Thank you, 
Angela J 
  
Angela Jackson, CPC, CEDC 
Certificate of ICD-10-CM-Proficiency 
Coding Consultant, Revenue Cycle Management 
Carilion Professional Billing, Coding and Consultants 
213 Jefferson St. Suite 1409 
Roanoke, Va 24011 
540-224-5765 
fax 540-224-5574 ","MLSPEAKER","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1217377","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - REQUEST FOR CHANGE","08/21/17 13:07:12","","","NOT STARTED","Allow Physicians to Place Inpatient Orders Using Canto","Allow Physicians to Place Inpatient Orders Using Canto

https://galaxy.epic.com/?#Browse/page=8300!68!50!1227390,1227393,3530870

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Allow Physicians to Place Inpatient Orders Using Canto
Became available with 2017 but did not make the cutoff for upgrade.
Physicians can place inpatient medication and procedure orders on the go using Canto. Instead of waiting until they're at their computers, physicians can enter orders right from their iPads and then make any necessary edits or changes once they return to a workstation. They can select orders from the following sources:
Default and suggested Quick Lists
Inpatient preference lists
Saved orders
Searching orders within the system
They can select from all orders other than classic panels and nested panels. Then, they can then edit the following order information:
Order-specific questions
Indications of use or reasons for exam
Any other order information can't be edited in Canto and must be entered by default, such as from a preference list or Quick List, for a physician to be able to sign the order in the app. Only orders with all required fields filled out can be signed directly in Canto, but all other orders can be pended or saved to be signed later in Hyperspace.","STRICHARDSON","","","NO","","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1217461","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","2","RFC - RESEARCH","08/21/17 16:44:14","","","IN PROGRESS","MTA Changes per IA","MTA Changes per IA

Multiple Change Tasks will be generated to cover requested changes","JEWRIGHT","","WORKFORCE FOR THE FUTURE","NO","CMCAMPBELL1","0","2 - HIGH","LAWSON ","APPLICATION SERVICES",""
"C1217632","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/22/17 12:40:53","","","NOT STARTED","Add in  MyChart and Carilion Payment Portal for credit/debit card transactions to add a field for zipcode to be entered by patient.  From Epic User Web Customize the Fields That Appear for Electronic Payment Entry","Add in  MyChart and Carilion Payment Portal for credit/debit card transactions to add a field for zipcode to be entered by patient.  From Epic User Web Customize the Fields That Appear for Electronic Payment Entry

In addition to collecting specific information, such as the credit card number and expiration date or bank account and routing number, you can include additional fields on the payment entry form. The fields you use depend on the requirements of your gateway vendor. For example, if your gateway sends email receipts, you should include the email field for credit cards. You can also choose whether each additional field is required or optional. From the MyChart System Manager Menu, select General System Definitions and access the Credit Card Form Settings screen. In the Form Field column, list the items you want to include. If you leave this field blank, none of the additional fields are included. Choose from the following: 
1-Street Address
2-City 
3-State
4-ZIP
5-County
6-Country
7-House Number
8-Districts
50-Phone Number
51-E-Mail

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Cost Containment

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
Per Harrison this is a cost savings of approx $5k per year that we are currently paying by not having it in the MyChart payments or the TrustCommerce portal for Carilion.","PHSUTPHIN","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1217663","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","08/22/17 13:48:20","","","NOT STARTED","We need a folder created for inpatient and outp[atient  that will allow use to store and attach the following:","We need a folder created for inpatient and outp[atient  that will allow use to store and attach the following:
1. Signed ECT consents from Carilion outpatient and inpatient 
2. Scanned ECT related medical records received  from non-carilion/outside providers

We will need access to these attachments under chart review in EPIC outpatient and inpatient charts with access by physicians, RN's, MOA's and office staff.

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
We must track and maintain these documents every 30 days. This si currently done manually and not documented effectively. This will allow for a consistent documentation process.","BJCOPENING","","","NO","","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1217673","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/22/17 14:12:53","","","NOT STARTED","For Respiratory Therapy to be added as a service of communication.  RT communication as nursing communication","For Respiratory Therapy to be added as a service of communication.  RT communication as nursing communication

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Quality and Safety

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
Better/ enhanced communication with physicians and other health care providers","SNATKINSON","","","NO","","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1217959","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","12/20/16 10:48:05","09/28/17 00:00:00","","NOT STARTED","When providers order blood units (transfusions and type and screens), there is a lot of additional information sent/appended to the order.  While this information is useful when there is data, it can also be too long for the Sunquest system to handle.  Th","When providers order blood units (transfusions and type and screens), there is a lot of additional information sent/appended to the order.  While this information is useful when there is data, it can also be too long for the Sunquest system to handle.  This ends up cutting off the comments.

Per RMH blood bank:
Now that the Epic upgrade is safely behind us, I was wondering if we could see about streamlining the order comments section in BOP.  Take a look at accession number M2940369 for an example (click on Information, Order Data, then look under Comments at bottom of screen).  We were hoping to reduce/eliminate some of the text (N/A-;Special Requests: (including aliquot amount if applicable)-:   etc. to make room for the entire comment.  Currently  we can't see beyond ""Physician Instructi+ as there are too many characters to display.

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Quality and Safety

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value:
Truncated information could cause the patient to not receive the appropriate product order by the provider.  This is a patient care and safety issue that needs to be addressed.","JGOBER","0","","NO","MMJONES","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1218007","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","08/23/17 14:07:43","","","NOT STARTED","Case Management would like to review the Rothman score as part of their discharge planning process.  Need to ensure they already have access to PeraHealth in Epic, and work with training to train them on the Rothman Score.  They will then incorporate into","Case Management would like to review the Rothman score as part of their discharge planning process.  Need to ensure they already have access to PeraHealth in Epic, and work with training to train them on the Rothman Score.  They will then incorporate into their discharge planning process.

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Quality and Safety

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Improve information available to CM for discharge planning, as well as the ability to visually see when patients are significantly declining and may require other alternatives.","EHDEACON","","","NO","","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1218102","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","2","RFC - RESEARCH","08/23/17 18:13:26","","","IN PROGRESS","We need to perform a minor upgrade of the Cactus application both as a best practice to keep current","We need to perform a minor upgrade of the Cactus application both as a best practice to keep current and also to resolve an outstanding problem (HPSM Problem PM11848).  The problem is resulting in the users having to manually do some data entry that should normally auto-populate.  We anticipate that this upgrade will require approximately 20 - 30 hours to complete and involve TSG applying the upgrade in the test environment, end users testing to validate, then TSG applying the upgrade to Production.  We do not anticipate significant if any infrastructure team involvement.  This would be an upgrade from version 3.14.31 to 3.14.32","GTWOLFORD","","WORKFORCE FOR THE FUTURE","NO","KLROBERTS","0","3 - MEDIUM","CACTUS ","APPLICATION SERVICES",""
"C1218164","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - OPTIMIZATION","1","RFC - RESEARCH","08/24/17 09:26:20","","","IN PROGRESS","HPSM > Request to add % Complete field to RFC/RFQ records.","HPSM > Request to add % Complete field to RFC/RFQ records.

Business need: Need ability to understand work performed / work remaining from a LOE perspective to determine resource capacity to take on more work.

Considerations: free text vs read-only calculated based on % complete rollup of tasks % complete?","SRMUNSEY","","WORKFORCE FOR THE FUTURE","NO","BTCROSSWHITE","0","2 - HIGH","HP SERVICEMANAGER","APPLICATION SERVICES",""
"C1218258","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","08/24/17 12:49:37","","","NOT STARTED","Medium - Research to see if there is a way to allow certain lab order encounter types to be routed to an authorized provider for cosign.   Currently, based on the workflow/scheduling in Epic, the following Epic Encounter Types labeled - ""Orders Only"", "" A","Medium - Research to see if there is a way to allow certain lab order encounter types to be routed to an authorized provider for cosign.   Currently, based on the workflow/scheduling in Epic, the following Epic Encounter Types labeled - ""Orders Only"", "" Anticoagulation Mgt"" and ""Tech"" are often used for patients presenting to the practice for lab work. The current concern is that the Nurse is documenting their blood draw (i.e, venipuncture 36415, 36416) procedure in these encounter types.  Due to a Nurse  whom works under direct supervision of an MD, and for any service to be billed under an Supervising provider, the documentation needs to be signed off the Supervising MD.   Tina Bradshaw has spoke to Matt Rose who has also spoken to Dr. Speaker, Dr Speaker has indicated we would need to submit an optimization for this to happen due to this may require build or modification to these encounter types and would be a system wide change.   A nurse only visit type was suggested, but due to the workflow/scheduling in place, they felt  this might not be their preferred action why the Optimization was recommended. 
Thank you

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value: ","KSTHOMPSON","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1218313","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - REQUEST FOR CHANGE","08/24/17 14:55:29","","","NOT STARTED","New regulatory IMO import 2018 R1, effective October 1, 2017","New regulatory IMO import 2018 R1, effective October 1, 2017

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Regulatory

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Regulatory update for Epic diagnosis codes, effective 10-1-2017.
Coordination between the Chronicles team and  ambulatory team members responsible for the IMO load import and post-imo import jobs.  Q (Epic amb. TS) will also be involved.  See SLG 3315929, submitted by Q, for tracking the process and listing pre-import requirements.
Import into POC, TST, REL, and PRD with validation and post-import jobs done with each environment.
Needs to be a high priority since it's a regulatory change eff. 10/1/2017.","CSHODGES","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
